customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-00575,Female,1,Yes,No,65,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),51.3,3341.41,No
C-00576,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),30.5,292.08,No
C-00577,Female,1,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.66,1579.75,Yes
C-00578,Male,0,No,No,29,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,86.84,2506.24,No
C-00579,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,43.98,171.16,Yes
C-00580,Female,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.47,1422.38,No
C-00581,Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,117.82,7527.89,Yes
C-00582,Female,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.79,625.93,No
C-00583,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,32.81,1598.02,No
C-00584,Male,1,No,No,10,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),27.87,270.7,No
C-00585,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),75.98,1872.23,Yes
C-00586,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,80.79,4983.55,Yes
C-00587,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,54.52,3154.22,No
C-00588,Male,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.54, ,No
C-00589,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96.84,4658.69,No
C-00590,Male,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,99.81,3196.6,Yes
C-00591,Male,1,Yes,Yes,0,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,113.79,,Yes
C-00592,Male,0,No,No,20,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.43,1992.65,No
C-00593,Male,1,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.48,4034.32,Yes
C-00594,Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.97,181.78,No
C-00595,Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),27.98,1916.98,No
C-00596,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.45,104.99,Yes
C-00597,Female,1,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),84.65,157.79,No
C-00598,Female,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,98.75,5143.82,No
C-00599,Female,0,Yes,No,22,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,68.87,1520.77,Yes
C-00600,Female,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,23.47,1200.82,Yes
C-00601,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.55,2562.18,Yes
C-00602,Female,1,No,Yes,16,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.57,1809.5,No
C-00603,Female,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),77.76,,No
C-00604,Male,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.94,4951.12,No
C-00605,Male,1,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,98.02,4310.97,No
C-00606,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),111.21,335.47,Yes
C-00607,Male,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,95.02,5794.98,No
C-00608,Male,0,No,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,92.77,5946.93,No
C-00609,Male,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,41.41,1293.1,No
C-00610,Male,0,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.99,792.85,No
C-00611,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.76,4943.92,No
C-00612,Male,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.44,1151.03,Yes
C-00613,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,114.22,2839.74,Yes
C-00614,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.99,1547.33,Yes
C-00615,Female,0,No,No,53,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.29,5456.71,Yes
C-00616,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),56.76,115.71,Yes
C-00617,Male,0,No,No,49,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.32,2468.64,No
C-00618,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,111.52,1236.77,No
C-00619,Female,0,No,No,64,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),54.33,3464.92,No
C-00620,Female,0,No,Yes,53,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),57.03,3011.07,No
C-00621,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.61,129.69,No
C-00622,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.04,4748.55,Yes
C-00623,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.88,770.59,No
C-00624,Female,1,No,Yes,46,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.56,3512.52,Yes
C-00625,Female,1,No,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.14,1687.91,No
C-00626,Female,0,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,89.92,1177.39,No
C-00627,Female,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.52,6019.29,Yes
C-00628,Male,0,Yes,No,50,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),69.45,3488.92,No
C-00629,Female,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.1,1871.79,Yes
C-00630,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),101.75,6415.59,No
C-00631,Male,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.99,1812.17,No
C-00632,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,68.75,3357.98,No
C-00633,Female,1,Yes,No,29,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,58.13,1704.58,No
C-00634,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),103.51,5177.85,No
C-00635,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.19,3793.15,No
C-00636,Female,1,Yes,No,51,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.61,2891.65,No
C-00637,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),86.98,3200.98,No
C-00638,Female,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.24,2256.47,No
C-00639,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,28.72,1432.67,No
C-00640,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.82,278.44,Yes
C-00641,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.55,2576.15,No
C-00642,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),117.21,342.78,No
C-00643,Male,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.91,717.06,Yes
C-00644,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),55.03,3031.66,No
C-00645,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.62,648.56,Yes
C-00646,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.28,1665.27,No
C-00647,Female,0,Yes,No,68,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,99.46,6754.1,No
C-00648,Male,0,Yes,Yes,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),41.39,1364.05,No
C-00649,Female,0,No,Yes,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.06,188.76,No
C-00650,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.51,4655.42,No
C-00651,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.5,3204.5,No
C-00652,Female,0,Yes,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),48.64,2041.57,No
C-00653,Female,0,No,Yes,22,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,33.23,740.53,No
C-00654,Female,1,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),44.4,2368.72,Yes
C-00655,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,60.75,908.43,Yes
C-00656,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,91.28,622.34,No
C-00657,Female,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.63,154.57,No
C-00658,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.86,137.53,No
C-00659,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),46.49,2558.29,Yes
C-00660,Male,1,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.83,1596.19,No
C-00661,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.06,2370.17,No
C-00662,Male,1,Yes,No,66,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,66.56,4384.62,No
C-00663,Male,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),88.42,2294.22,No
C-00664,Female,0,Yes,No,31,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.98,653.57,Yes
C-00665,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.98,919.83,No
C-00666,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,25.51,1526.8,Yes
C-00667,Female,0,No,Yes,50,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,71.57,3571.81,No
C-00668,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.45,1857.43,No
C-00669,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),18.49,373.1,No
C-00670,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,111.67,452.19,No
C-00671,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.63,1159.06,Yes
C-00672,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),102.2,6135.27,No
C-00673,Male,0,Yes,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.29,1423.55,Yes
C-00674,Male,1,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.94,1694.24,No
C-00675,Male,1,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,69.07,4759.41,No
C-00676,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.7,,No
C-00677,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,101.49,405.62,No
C-00678,Male,0,Yes,No,11,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,93.59,1034.08,No
C-00679,Male,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,66.34,2981.08,No
C-00680,Male,0,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,29.16,959.59,No
C-00681,Female,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),29.54,1410.61,No
C-00682,Male,1,Yes,Yes,44,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),98.15,4329.55,No
C-00683,Female,0,Yes,No,26,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.94,1847.55,Yes
C-00684,Male,0,No,Yes,25,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.16, ,Yes
C-00685,Male,1,Yes,No,46,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.06,3970.94,No
C-00686,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),103.88,5725.73,No
C-00687,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),80.89,5025.62,No
C-00688,Male,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.28,4443.19,No
C-00689,Female,0,Yes,No,60,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.53,5687.43,No
C-00690,Female,0,No,Yes,25,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),53.63,1331.08,No
C-00691,Male,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.41,1586.36,No
C-00692,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),98.12,,No
C-00693,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.72,381.18,No
C-00694,Female,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.33,5521.2,No
C-00695,Female,1,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.97,1150.56,No
C-00696,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),23.82,1307.8,No
C-00697,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.7,1439.76,No
C-00698,Male,1,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,82.85,2225.5,No
C-00699,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),55.96,55.58,No
C-00700,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.51,2339.09,No
C-00701,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,85.23,1124.14,No
C-00702,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.12,4122.27,No
C-00703,Female,0,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),27.89,1527.45,No
C-00704,Male,0,No,No,6,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,99.22,602.45,No
C-00705,Male,0,No,Yes,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.6,177.45,No
C-00706,Male,1,No,No,22,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,35.22,771.67,No
C-00707,Female,1,Yes,No,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.05,1746.71,Yes
C-00708,Female,1,Yes,No,37,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.78,3916.47,No
C-00709,Male,1,No,No,14,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),72.94,1033.62,No
C-00710,Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.62,5283.57,No
C-00711,Male,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),56.22,1520.41,No
C-00712,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.18,1739.32,No
C-00713,Male,0,No,Yes,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.2,5046.06,No
C-00714,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.19,1662.99,No
C-00715,Male,0,No,No,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),83.41,3590.3,No
C-00716,Female,1,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.16,1660.4,No
C-00717,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.89,535.36,Yes
C-00718,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.35,267.68,No
C-00719,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.57,1492.99,No
C-00720,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,22.93,1527.26,Yes
C-00721,Male,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,74.93,690.59,No
C-00722,Female,0,Yes,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),56.27,3706.12,No
C-00723,Male,0,Yes,No,17,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),93.72,1593.84,No
C-00724,Male,1,No,No,33,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),48.56,1612.16,Yes
C-00725,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.3,543.05,Yes
C-00726,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),71.77,2788.17,No
C-00727,Female,0,No,No,41,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),18.47,767.12,Yes
C-00728,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),25.24,1013.14,No
C-00729,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,47.04,213.35,Yes
C-00730,Male,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,106.22,5429.68,No
C-00731,Male,1,No,Yes,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.7,826.23,Yes
C-00732,Male,0,Yes,No,63,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.09,5616.06,Yes
C-00733,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.34,6706.07,Yes
C-00734,Male,1,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,97.06,5346.8,No
C-00735,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,42.29,2464.1,No
C-00736,Male,1,No,Yes,69,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),108.84,7520.32,No
C-00737,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,27.31,881.49,No
C-00738,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.81,3352.21,No
C-00739,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.75,2225.04,No
C-00740,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,82.13, ,No
C-00741,Male,0,No,No,69,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),59.36,4108.16,No
C-00742,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),47.28,3255.27,Yes
C-00743,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,55.51,155.39,No
C-00744,Male,0,Yes,No,61,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.89,4204.92,No
C-00745,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,3029.38,No
C-00746,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),114.9,2641.01,Yes
C-00747,Female,0,Yes,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),111.31,6007.19,No
C-00748,Male,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,105.07,838.32,No
C-00749,Male,1,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.18,139.2,Yes
C-00750,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.13,2607.56,No
